new_id,original_id,unique_idx,topic,label,TEXT
2852,3073,7737,region,1,安徽人怎么是这样的啊 真恶心
2853,2674,18693,gender,0,说起物化女性性别歧视，谁比得过gal啊，因为这个问题都能受伤的女孩们，是怎么接受gal的？十二神作？
2854,2292,11348,race,0,那边的南亚人和印度人比较多，鱼龙混杂，不过可以吃到正宗的咖喱就对了～
2855,3147,18640,gender,0,排队的时候，一群女生会直接无视其他人，走到最前面结账！
2856,736,29723,region,1,什么叫东北啊 恶不恶心 东北惹你了
2857,2065,10321,region,1,在中国总有一些人从来不听前因后果，然后脑洞大开，呃，说句不好听的只有中国人最恨中国人。你看网上就可以看出来，你骂什么都有人来唱反调，但是骂河南人肯定没有人唱反调，呃，河南人自己除外。
2858,1086,33159,region,1,额，然而我在欧洲真实情况是欧洲人觉得俄罗斯人是杂种，尤其是英国人。倒是跟我玩的很好的白人（西北欧国家），对亚裔没偏见，就是不喜欢俄罗斯人。
2859,1935,10223,gender,1,一个爱出轨的男人，出了国就不出轨了？？？？？？？？？
2860,2928,28125,race,1,比美帝细分亚裔法案还恶毒的就是细分祖源高度一致的汉人。我建议你去细分您的家族吧。最好分成一亿份，别祸害其他国人了。
2861,6833,2873,race,1,"欧洲人歧视亚裔，是殖民主对奴隶的歧视，是开化对未开化的歧视；美国人歧视亚裔，只是文明礼貌财富地位等方面的歧视。,简单说，美国人歧视亚裔是地域歧视，类似于我们北京上海歧视外地人，而欧洲的歧视则是人对动物的轻蔑，"
2862,359,16916,race,1,不仅仅是女拳，繁殖癌的父母，男舔狗，鸵鸟男，龟男，
2863,325,13528,race,1,细分的话，还有对长相更出众的女性的歧视。
2864,2727,4994,race,1,因为是美剧……美剧……长得不好看身材太差的你是导演你会选他演戏吗 黑人哥哥身材本来就是稍微练一练就会有线条的那种 你觉得你要是罪犯你还有时间有闲心健身吗……
2865,497,461,race,0,左下亚裔比较帅，还有刚来找座位的蓝T小哥哥
2866,6000,26827,race,1,可能是本人见识过几位黑人朋友，有男士有女士，不说外貌不讲体味，他们气质蛮横粗暴，潜意识认为在中国有与生俱来的地位，所以对他们没有好感。
2867,1843,15754,gender,1,男方真出轨的话，女方讲话会更加难听。她们一家三口人，无理也要搅三分
2868,12156,6571,race,0,我觉得女子项目里之前比较正常之后越来越像男的女运动员都很有可能长期服药，大小威廉姆斯还有黑人体操选手拜尔斯刚参加比赛的年龄段都是女孩样子，之后都变成了金刚。
2869,11786,31101,race,0,哈哈至少我雅思比你高，但是我绝不敢说我的英语比大多数印度人好，毕竟他们也就只有口音可以让你嘲笑下，英语词汇、思维等方面碾压包括你在内的众多非母语者
2870,283,8085,race,1,你这并不能够证明“国内不歧视男性”啊？
2871,570,15502,race,0,黄种人好！外国人像雕塑！
2872,7092,19580,race,1,黑人被歧视是有原因的，别人看不起你是有原因的
2873,5928,24139,region,0,湖北人的尴尬处境，什么样的我都吃过，而且都觉得挺好吃的。。。
2874,1694,34380,race,0,对，那时候老外是看不起黄种人的，李小龙能这样从容淡定，谈吐优雅，让老外知道什么是中国功夫，很厉害
2875,2941,18869,region,0,我一个重庆人几乎顿顿火锅鸳鸯，白汤看着有安慰感，怎么就成了作者这般模样？？
2876,1351,1281,region,1,重庆人专打小流氓，干他丫的，怂了你只会觉得侮辱自己，一定要壮胆，不要怕狗
2877,6140,28043,race,1,对非洲人习俗的尊重是居高临下的虚伪的，跟歧视中国人吃狗肉本质上都一样，只不过是歧视没明着表现出来
2878,3418,8537,race,1,『山川异域，风月同天』那段时间确实被恶心到了。华人华侨捐的东西，
2879,9187,30728,race,0,那黑人连续领了四年还很骄傲的样子
2880,328,31079,gender,1,难道不是歧视男性。。。。。
2881,5718,1977,region,0,台湾教友好……
2882,689,16588,region,0,同时四川人上东北读书说普通话很绝望啊，很多说出来他们都一脸懵逼
2883,1412,25596,region,1,所以说本来因为学校歧视别人就是很low的事，有这时间做好自己的事多好。不用说国外留学，国内的高考制度就公平吗？一所大学北京考生和河南考生的考试能力就一样吗？有钱人的孩子和穷人的孩子能力一样吗？真要强行比那需要控制的条件多了去了。
2884,709,34353,race,0,询问一个来自日本的老师关于“南京大屠杀”的看法，为什么会被认为是“恶意的提问？”，我们需要的是他们的态度。他们侵略了我们，犯下了滔天罪恶，几十年过去了，难道我们就能够遗忘这段历史？他们从来没有官方承认自己的过错，
2885,1812,2047,gender,1,哪天她妈妈如果找上门来要钱，这是肯定会发生的，一定要关上门把她打一顿！别心软！就老男人这事儿，绝对够判刑的，打她一顿都便宜她了！
2886,1077,27150,region,1,但是他学的是东北女人的粗鲁暴力台湾女人的楚楚可怜天津女人的刁蛮刻薄，你不觉得很刻板印象吗？不觉得很地域黑吗？他不是只学了方言啊
2887,7,29980,race,1,男性权利活动者认为女权主义已超过她们的目标要求，并开始危害男性。他们抗议称，男性作为一个集体，与女人相比他们在社会中遭受到了更多危害和损失。男性权利团体大多反对“女权主义也会关注男性问题”的观念，并且认为妇女运动中隐藏着歧视男性的阴谋，
2888,2357,29739,gender,1,如果男的因为不想离婚而做出妥协是不是可以理解为自愿选择呢？在权衡利弊后做出的自愿选择和婚内强奸的暴力行为孰轻孰重呢？
2889,7392,30441,race,1,问题是~算不算强奸应该是法院判的吧~警察叔叔黑人问号脸~
2890,6884,22194,race,1,华裔是不是也叫chinese？？我就想起上次美联航事件 至少算个asian吧 他们歧视可不是歧视中国人 是歧视整个亚裔
2891,1025,8994,gender,0,大兄弟夜跑女教师新闻没看过啊没事别瞎晃悠大晚上0.0
2892,12596,12213,race,0,"黑人还是可以正常使用Face ID的[捂脸]原深感摄像头会通过投射并分析 30,000 多个不可见的点来捕获准确的面部数据，进而创建您面部的深度图；另外它还会捕获您面部的红外图像。敷上泥膜之后就无法捕获面部数据啦"
2893,7772,1991,race,1,长得高冷所以性格就不能可爱了吗 这是什么逻辑啊……你说炒吃货人设就算了...长得凶相的是不是都该是杀人犯啊 黑人问号？？？
2894,1196,33210,race,1,一个说黑皮没什么好鸟的人说我歧视黑人，我特么笑死[尴尬]
2895,1510,37346,region,1,河南怎么就有歧视性了？？是你自己内心歧视？还是什么问题？
2896,7960,27959,race,1,这就是单纯靠种植园高利润给黑人奴隶带来红利而已，但林肯不傻，知道成为原料输出国不是长久之策
2897,1792,23480,gender,1,男女都不重要，主要是特坏啊！！！！
2898,4951,3919,race,1,╮(╯▽╰)╭，我不是不喜欢黑人，就和楼主的答案中所说的一样，
2899,1246,28333,region,1,就你这还歧视河南人还地域黑，本身很不爽看到别人都骂你我身心舒畅
2900,631,16037,region,1,同为天津人，我从来不打出租车，走路骑车打滴滴就是不打出租。出租司机里垃圾太多，偶尔能碰见规矩开车拉活的司机，跟买彩票中奖一样。
2901,6750,10932,region,1,是的，这个没错。只是说你不能说你身边认识的那些河南人也是偷井盖的
2902,2186,31271,gender,1,这男人就是个变态。出轨而已就要杀人。杀人不说还只敢杀女的!杀女人不说，杀完了还把肉送给邻居吃。谁和他在一起倒了霉了。这么变态窝囊废难怪老婆出轨。
2903,3302,7014,region,1,你告诉我屌什么？杀人的多了去了，就非得是东北山村的就如了你的意了？地域黑你就这么玩？
2904,1631,13120,region,0,我们江苏东大最高。。
2905,12972,28843,race,0,你看看 “得以整合” 这就是挺关键的一个点，类比印度。再加上印度人普遍比中国人懒 相对来说没几个加班的
2906,1751,32228,region,0,云南人超市土豆有100种美味的做法
2907,2752,32448,race,1,挺好的啊，大部分应该都是女权癌，恨中国男人的那种
2908,3627,29851,region,0,北方人到广西搞传销的多！
2909,1790,14144,gender,1,朋友，这个世界上对女性最大恶意的是男人。
2910,9640,21093,race,0,印度宪法第一条：我们，印度人民决定建立一个主权的，社会主义的，世俗的和民主的国家。
2911,3115,26507,race,1,你的观点确实站不住脚，黄教奴役人，但并不会直接导致人口减少，看看印度人口就知道了。而用梅毒来消灭敌人，这个真的不太合乎逻辑，毕竟它不是直接致死的疾病，也没什么简便渠道来传播，难道持续派自家的病人和别族交配？？
2912,601,36301,race,1,是的，我歧视艾滋病人，LGBT，黑人，穆斯林，但我知道我是一个好公民，遵纪守法，救护生命，请问我有错吗
2913,3466,35315,race,1,easygirl也喜欢黑人啊，大啊。
2914,4308,26510,gender,0,就两张mini要是前十了就怪了，平均nh单张g榜25w这个销量四代女团里除了兔瓦斯没人能嘲。
2915,3045,4005,gender,0,其实最开始，我并不是百合，而是后来被掰弯的，也可能是老天爷不让我去找男的，让我身边有了把我掰弯的人。
2916,9942,28143,race,0,双手赞成！印度人的咖喱味法师是真的烂！法师这么精彩的保留角色愣是搞成这样，Missy绝对是我心目中的法师第一名了，坏得可爱
2917,272,17670,gender,0,哈哈哈，我只是把当时记录的复制过来了，告诉你们这些少女们，并不是都是可怕的
2918,13013,10463,race,0,曾经有一个黑人，他找到了一个神灯，神给他3个愿望。 他的第一个愿望是：希望天天有水喝。 他的第二个愿望是：希望能变白。 他的第三个愿望是：希望天天看女生的屁股。 神说：“好！” 于是“砰”的一声，黑人的愿望实现了——他变成了一个马桶！
2919,1148,7906,region,1,每每看到这些评论，我都不敢想象中国真是一人一票的民主。要么出现希特勒的那种独裁民粹，要么啥事儿别干了，天天吵架啥事都做不成了，跟印度或者没发达的台湾一样。
2920,3997,22717,region,0,全国各地都是这样，坐标黑龙江
2921,2661,20614,gender,1,可惜的是大多数男都分不清这两者的区别，用理智分析感受的结果就是来到网上疑神疑鬼骂人婊
2922,401,30729,region,0,你确定是广东人叫你 小伙子 ？
2923,2808,7124,gender,1,先说是不是，就我周围的环境，哪怕女孩家条件好的够她吃一辈子，她都肯定是不可能全职的。
2924,13257,30951,race,0,有些铁定规矩因找黑人做保安，找中国人做厨师，找菲律宾人做保姆。黑人的整体气质端庄大气就摆在那边了，一家高级酒店能请到一个黑人保安，那表示的出来它底气也是杠杠的。
2925,2634,18382,region,0,我是江西人，在陕西读书。觉得...江西很难受重视，现在空气质量贼好，还是不要暴力发展的好，以后好回江西养老
2926,10348,16816,race,0,这样的答案竟然有1000赞，你的“绝大多数中国人的审美”是怎么来的？至少我身边的人没有觉得欧式双眼皮大鼻子高鼻梁放在黄种人脸上就一定比小鼻子单眼皮好看的。
2927,4355,28500,race,1,农村这种情况大约占了九成。主要是儿媳妇不好。中国现在女性教育出了问题。各种女权主义泛滥，女人一个个都强势得很。女人素质怎么样就代表了这个家庭怎么样，甚至代表了这个民族怎么样！
2928,1645,8378,gender,1,女方都出嫁妆了男方有何理由不出彩礼？男方一年不工作结婚吃女方吗？请问这样的男方脸有多白？diss答主的男人真是脑回路清奇！
2929,4251,33671,gender,1,因为老师看不爽的学生都是男生。
2930,7837,1520,race,1,这不是歧视黑人，这是歧视胖人
2931,860,20029,region,1,我觉得个别河南人太精明了，被骗了几次都是河南人
2932,7086,14062,race,1,什么歧视黑人啊，我特么是歧视外国人
2933,4553,9105,race,1,"实在看不下去了，实名反对前面的一大堆高票答案。,不知道大家发现没有，在国内互联网上，只要是提到外♂，全部是赞美各种舌忝，而提到外♀，则全部是负面评价，说什么日本妹子虚伪（郭批把人家的礼貌说成虚伪。"
2934,2319,12078,region,0,作为一个在新疆生活了二十多年的妹子，我真心觉得新疆美女多，但是娜扎在新疆也是顶级。
2935,902,21789,region,1,哈哈搞笑哦，我们湖南永州是卖马批，也是土话，意思是卖批的…跟据语气不同有调侃和骂人的意思，简称MMP，并不是说只有什么四川人说这这个话啊
2936,2178,16461,race,0,广州上过学，粤语能听懂，会说一点点。但是近年确实听到好多关于黑人的传闻…后来还是选择了去深圳
2937,7593,564,race,1,谁说歧视亚裔的？哈佛亚裔不要太多，任何一个学校都强调多元化。不要瞎写文章骗人来评论你。。。。
2938,889,16670,region,0,山东的真的是强烈赞同[赞同][赞同]
2939,3311,10820,region,0,我曾经看完了这部小说……一开始只是为了肉，后来竟然被沙雕情节吸引，一口气看到结尾，男女主变成普通人，在云南朴实幸福地生活在了一起 最后居然没结尾，更可怕的是我意犹未尽
2940,3240,10778,gender,1,这个不憋，憋的是一对夫妻，男方艾滋，不能告诉他爱人
2941,4449,6247,region,0,怎么看浙江全日制扩招的要求 因为不是本地人 都需要哪些
2942,835,25208,gender,0,这是真的，我从魔女之家入的坑，现在还时不时回去考古，至今还没有第二个如此让我牵肠挂肚的up，她值得
2943,150,22856,region,1,唉，我真的是。。。全网都在说山东男人打老婆山东女人吃饭不能上桌，我一个山东人也没觉得被冒犯啊。。。这位朋友你是不是太玻璃心了。。。
2944,5534,27447,region,0,四川这边小地方的很多学校五一之后是下午三点才上课。
2945,3153,24378,race,1,我觉得吧，首先我同意那个我们还不够强的说法，我在该回答的一个回复里也说过，中国这种国力排名老二但和老一差距还很大的老二，同时老一又认准你是对它最有威胁的强国，是最容易被黑的。但是，苏联过去够强吧，和美国基本可以平起平坐，
2946,1719,13727,gender,1,是的，这方面我咨询了律师，一般是两到三次造成伤害的暴力行为才被认定为家暴。但是作为女性，我们还是要强硬起来，才能保护自己，不给人以软弱可欺的印象。
2947,2141,2834,region,1,河南人在故宫吸烟那个事都认为是东北口音
2948,5179,31711,region,0,我是西安人，现在在上海上学，特别想吃家乡的美食，要补一个冰峰
2949,2905,27612,race,1,看不起亚裔乃至中国人这个是西方传统，科比也不是第一个，但他作为一个明星球员说这样的话我觉得他是真心看不起林书豪，也不在乎别人的感受
2950,979,5136,gender,1,不过我觉得吧，真的在某些极端的情况下，就算女性把衣服脱光了贴在一个男性身上，只要女性没同意，就算强奸
2951,3938,5156,gender,1,说白了还是不够好看，实在好看男人真的会站起来说话的
2952,1815,28994,gender,1,男人这种事一半都处理不好
2953,711,34957,race,0,皮肤白不一定容易过敏，可能只是过敏了比较明显，我和我老公都算上黄种人中顶尖的白了，我俩啥也不过敏
2954,3424,22202,region,0,如果是天津大学、南开大学和吉林大学比，倒是可以认真比对一下，河北工业大学虽然也是很强的高校，但和吉大不在一个段位上吧
2955,1334,20067,region,0,其实北京房价以十年二十年的尺度来看还是会涨的，但是不会像以前一样疯狂了。这点对于那帮上杠杆囤房的投机客很致命，毕竟以北京这种畸形的租售比来看，如果不能靠房价增长来实现资产增值，租金肯定无法完全覆盖贷款，那就相当于亏本，房子越多越亏。
2956,10997,5482,race,0,确实，现在印度人占据了美国公司的中高层，中国人要想翻身，还是要靠我们国家的崛起.
2957,2611,10285,gender,0,第一条完爆韩国女团
2958,415,34522,race,1,18年去新西兰玩，有很多韩国旅行团，亲眼见识才更加确信了，竟有如此素质低下之团体，
2959,2962,28297,race,1,"南韩的大民族主义者招骂早就是东亚文化圈里边的共识了，除了中国人厌恶他们，就是越南和日本人在网上喷韩国的最多。加起来整好是儒教四国。,表面上看起来是一小撮民族沙文主义者在给本国人招恨，倒不如说是全民心底里的儒教等级思想在作祟，"
2960,736,1727,region,1,在郑州站买过两罐八宝粥 一罐没毛病 喝完再来一罐 打开满满的沙子....也是费心了 装的重量都一样一样的.河南人骗子确实多 琢磨琢磨为嘛这么多人怼你们河南人
2961,3660,15720,region,0,其实我过年逃课从郑州飞到青海吃了和我同学俩人吃了6斤羊蝎子 4斤涮牛羊肉 2斤烤牦牛肉 还有若干骨髓什么的
2962,12555,28023,race,0,好像也有称印度人这类的为棕色人种的
2963,3262,23736,race,1,所以呢，中国人在外国受到歧视是因为南方人又矮又丑？
2964,1271,10057,gender,0,我觉得你可能是故意的然后让女士来处理[大笑]
2965,7154,7269,race,1,中国还是奉行和平外交和平发展，但是你们他妈要是犯到我们中国头上来就别怪我们做事不留情面（特指中国黑人过多的现象，各位可以直观歧视黑人，因为联合国有关种族歧视的公约明确规定同国籍人类需要互相包容不得歧视，但中国境内的黑人么……）
2966,9846,15055,race,0,红毛没有糊 在nh和东南亚人气还是非常旺 3个四代第一 不会差的 只是今年运气太不好了 三人都出事了 跨过今年 明年会大发的 希望你能多了解一下 再开麦 谢谢
2967,5055,23082,race,1,华夷之辨，实名抵制白左，别说不歧视黑人，现在跪舔已经是政治正确了。
2968,2897,15620,region,0,上海至少要做一堆量表，而且有好几百题。做到你都只想说大实话，快点把这个做掉，几百题太折磨。而且量表分析很专业，其中一条是几种量表中有没有出现相反的选择。所以，是不是假装抑郁，医生心里是明明白白的。但抑郁情绪是很容易开出来的。情绪是一过性的。
2969,5589,20522,race,1,为什么中国现在才有个华为这么牛的公司呢?发展教育是需要时间的。。。。。马丁路德金到现在才多少年，美国依然歧视黑人，黑人有机会受高等教育才多少年呢，而且中国现在寒门出贵子都这么难，更何况资本国家的美国，他们那些从棉花地里出来的黑人，能给后代什么教育培养呢?
2970,11673,20841,race,0,可能是因为整个印度已经形成了自己独特的英语了吧……在美国上学印度人的还好，来美国旅游的嘛……啧啧啧。
2971,10998,24070,race,0,毕竟我们都是黄种人，即使平时有一些意见不和，但我们对于自己是中国人这件事没有丝毫的争议，难以理解他们也是正常的
2972,10053,18073,race,0,都喜欢~2楼是个黑人
2973,6010,25751,region,0,山东人我不爱吃，倒是山东那薄薄的煎饼我爱吃。
2974,6094,9028,region,0,宁大可是宁夏教育厅的亲儿子哟，只能说群众的眼睛那可都是练过的
2975,1796,30884,region,1,一个东北人告诉你，雪乡的旅游都是包给外地人做的，你听他们说话就知道，那些坑货是东北人就有鬼了
2976,5067,10643,region,0,江苏不太清楚，其他地方的基本都是我说的这个情况。还有就是选调都是省委组织的，不太可能出现不同的市政策不一样的情况吧。江西和广东的都是硕士通过省考进来的是享受待遇副主任科员待遇，也就是现在的四级主任科员，选调的是定级四级主任科员。
2977,1938,4484,region,0,哎。看看这个问题都想哭啊。沈阳大连一直都喜欢比，从记事儿开始就知道沈阳和大连人互相不服，啥都爱比。可是呢。现在整个东北都混成这个熊色了，沈阳大连还比啥啊。一起合计着向前奔吧。哥俩别互相比试，互相捅咕了。真替家乡难受啊。
2978,7003,9206,race,1,你知道美国黑人只要自己不作，光靠救济金都能让他们活下去吗？13年义务教育还不够让他们学到知识？不说多高大上的工作，一般收银员、工人、体育助教都能让他们正常的生活下去，但他们有多少人愿意就这么活下去？
2979,3931,10498,race,1,因为中国传统文化都有歧视女性的成分，如果骂人说你妹你妈都是很侮辱人的词汇，但是说你爸屌我爸是李刚都是男权的代表。
2980,1015,29285,region,0,和你一样在上海打拼，也同样工作了三年左右。一路走来，如人饮水，冷暖自知。都好好努力吧，为了家人也为了自己。
2981,7795,26804,race,1,给黑人骗身体的真别了，多少人被黑人传染艾滋？错一次后悔终身[微笑]提醒广大女性洁身自爱，
2982,7054,12108,race,1,歧视黄种人吧大概？
2983,2693,13796,region,1,没办法你去恨那些骗子吧 我上回也被骗了 卖家也是说怀孕 坐标广东 说是港代 被她这么一搞只要坐标是广东的我都不会考虑 不是地域黑 而是被骗怕了 谁知道你到底是真还是假 宁可信其有不可信其无嘛
2984,0,9531,region,1,打人但是跟这个事情没有关联啊，你不能因为一个上海人打了东北人就说地域歧视啊，总得讲前因后果是不是？
2985,4476,5754,region,0,哈哈，我一个浙江人在北京读书的时候也吃不惯。后来去一个北京同学家里吃了一回儿，才知道黄瓜炸酱面真他妈是绝配
2986,10015,26710,race,0,黄种人都有戴口罩的习惯，感觉这点最最重要
2987,193,14747,region,1,广东人都看不下去了，恶心
2988,4906,34706,race,0,我个人觉得黑人的颜值挺好的，利落大方，不花里花俏，不柔柔弱弱，充满一种野性美[蹲]
2989,7889,21059,race,1,其实感觉黑人大部分都挺没素质的（大部分）之前广东那边黑人多成灾了，大部分在他们自己国家就是精神小伙那种，但到中国就为什么有那么多女的给没见过男人一样黏上去？贼恶心🤢
2990,6380,29026,region,0,最近在冲动报新疆，有点纠结。国考适合自己的广东岗位太少了。就是不知道待遇如何，是不是真的像网上说的，几乎一辈子都回不来。
2991,9424,10454,race,0,相比厕纸普及之前的几千年时间里印度人的做法还是性价比很高的 当然在二十一世纪我不觉得他们的做法有理 所以轻点喷我
2992,574,20295,region,1,如果故事是真的就两部分信息还有用，一，有的人啊，真的不注重感情，重现实。二，可能你们全家家产凑凑能有1000万？女朋友外地可能100，200万？你还是老北京概念太瞧不起外地人了，当年结婚也太害姑娘了。肯定一直有一种无限的优越感。
2993,7407,26829,race,1,黑人不蠢，他们只是穷，没有接受教育罢了。中国农村也有类似的货色。至于为什么穷？因为自然条件恶劣，还有殖民新殖民主义的掠夺。解放前中国自然条件比非洲强多了，一样的穷，民智未开。
2994,7279,29697,race,1,是不是处在歧视的最底层，这个很难理解吗？华人在灯塔国是不是最被歧视的，
2995,2090,3735,region,1,天哪！这不是地域歧视吗？！我只是拿河南人来类比而已。你的那句话和前者就是一个意思。
2996,3885,17768,gender,0,UI设计专业的bai就业前景是du十分广阔的。
2997,2754,16626,race,1,一边反抗白人种族歧视，一边自己要种族歧视，
2998,4804,7938,region,0,我也是，在安徽阜阳被传销，两个月，损失了三四千，自己偷跑出来的，真特么害人，国之不国，没人管
2999,4540,8567,race,1,侮辱国家和种族是最不可忍的 这种人在美国被爆菊别人都不会说什么 看过一个白人骂黑人的视频 黑人把白人小哥压在地上打都没人过来帮白人说话
3000,10923,18918,race,0,美国黑人要是成功了肯定要反攻倒算，不行，必须扼杀在摇篮里[惊喜]
3001,1072,26551,region,1,陈述事实可以 他说河南人没道德我不能反驳吗 难道发出声音都不行 你说喷子就喷子 你厉害咯？
3002,10628,30278,race,1,跟他们理论我差点怀疑了自己的三观，她粉是强行拉正常人下水的存在啊啊啊啊，好像她还公开感谢过粉丝火拼行为（黑人脸.jpg。）智障哪家都有，只是她家特别多而已。
3003,6939,2323,race,1,上次坐公交碰到一个黑人。再终点站要下车的时候抓了我屁股。贼恶心。
3004,787,18753,region,0,为什么我说他是广东男孩长相呢？实际上我想表达他汉人血统纯度高而已。
3005,3163,20654,region,0,你遇到的香港人都很热心？运气太好了吧 去年七月和今年一月去香港，所到之处无不是白眼。大到餐厅饭店小到甜品店路边摊，一个个都跟欠了他们几百万似的。我还是麻烦，谢谢不停的都是这样的待遇，呵呵哒。
3006,4412,6469,region,0,现在还好吧，江苏人表示周围外地媳妇多，远嫁的姑娘少 ，还有出门打拼，结婚后定居外地的
3007,1525,25987,region,1,我感觉你整个人的素质都很差，满嘴河南人素质低，那么你现在所说的话是你一个你自己以为的高素质的人说出来的话吗，所以你一个没有素质的人还是请闭嘴吧
3008,6667,5465,region,0,不是所有人都是这样，本人男，毕业4年 月薪1万，上海，外地人，老家县城房，无车，平时比较忙，喜欢弹琴，长相身高均为中等⋯⋯不会吹牛逼，至今单身
3009,359,34406,race,0,L我很喜欢，主要我是觉得他和Y没情侣气场，其实我觉得小黑人相当不错啦~
3010,1117,12162,race,0,我觉得贾斯汀露出来挺好看的，黑人嘻哈就有点怪
3011,1586,31151,race,0,现在发的是白种人比亚裔更容易感染
3012,670,10002,region,0,其实就是缺乏社会保障，如果在西北欧人们价值观就不会一样。
3013,13183,8294,race,0,那个黑人看起来很想上面的巨人观
3014,396,22593,race,0,黑人妹子超美。
3015,11875,24732,race,0,印度人喜欢吃完饭吃酸奶，对于缓解重口味有奇效，北方尤其如此
3016,2918,36746,race,0,与白人比，皮肤光滑细腻；与黑人比，皮肤白。
3017,7750,16139,race,1,男方要真是好男孩，是黑人也行，但你看看现实都啥，谈非洲男朋友感染艾滋病的，生了小孩跑路的，带女方去非洲吃苦的，再说个正面例子，前面新闻报道，黑人在医院当医生，
3018,1980,13355,region,0,你骂河南人，河南人也急。是不是表明河南人该骂呢？
3019,6592,10344,region,0,我是山西的，去年骑车从太原独自出发到北京，一路上见证了河北的污染，从没想过居然这么严重，如果说过娘子关那天我的脸被煤灰吹成了黑色算脏的话，进入河北省界走了二十多公里后就是真正的污染了，包括沿路的污水，村庄周边的垃圾，刺鼻的空气，和五颜六色的烟囱。
3020,2156,484,race,0,几个月前的大魔竞初赛。。。。。以此为契机ERIC和郭汛杰成就了一段佳话，不过估计上面几位光顾着黑人了，没时间看接下来的晋级赛和决赛吧，笑～ 突然想起一个俗语：慈母多败儿。。。。。想必8L IP君的母亲非常慈祥吧～
3021,6546,6852,race,1,对不起 喜欢和不喜欢是很正常的吧 就像我不喜欢吃苹果就是我歧视苹果？？随意吧 反正我讨厌黑人 我尊重黑人应该有的各种权利 并且和其他肤色的人平等 但是对不起我就是讨厌黑人
3022,3767,35776,region,1,妈呀，即使他们有很多问题就可以被人说成劣等民族了？奥巴马夫妇也是黑人，人家是劣等不？ 河南人有一亿多人口，但河南人偷井盖，广东那边残疾人后面团体都是河南人为主，他们河南人是不是所有也该被谴责
3023,9918,29800,race,0,硅谷是印度人的硅谷，华人还是回国好，大陆的市场那么大，够他们施展。
3024,1933,16048,region,1,油管上英文视频差不多都是支持华为的，但台湾的视频评论，恶心。
3025,2535,499,region,0,宿州人在广州上学，在外买东西干嘛的老板也都是都问我是不是山东河南人。高中在芜湖上学，皖南皖北完全不是一个文化，我们家在县城离徐州特别近，以前也属于徐州，真想赶快把我们划回去，苏北皖北重新划个省吧
3026,4426,26917,race,1,连印度人都说，为什么欧美有Delhi Belly的说法没有Beijing Belly的说法，都在反思自己国家不卫生。答主自己天赋异禀是好事，别说得好像别人都在撒谎黑印度一样。
3027,738,29735,region,1,空穴不可能来风，我是河南人我当然相信河南也有很多好人，但是坏人的比例较大这点我也应该承认。就像中国人在外国整体素质就是不如日本人一样，但也不能说明中国人都不好是吧？
3028,2221,21051,region,0,河南人赞一个
3029,3386,8595,race,1,"我要是你的话我就鼓动同学每天上他的课都得冲他来个纳粹礼然后来一嗓子“Heil,Hitler！”，不管回答他的任何问题都要往德国人屠杀犹太人德国人灭绝人性的方向上扯。恶心人谁不会啊"
3030,4685,32943,gender,0,我追我们班一女生，也没追上。要不咱俩互追。捂脸跑
3031,5393,23969,race,1,中东人，拉丁美洲人和黑人多数都不熟好东西，他们被“特殊对待”（他们没有被歧视，不管圣母怎么帮他们洗白）完全是咎由自取
3032,5875,30286,region,0,我四年前高考，湖北，三本线就三百多啊。
3033,3360,13473,race,1,个人认为日本是中国永远的对手和敌人，国家、民族都阴险。如果说美国是强盗，
3034,930,20980,gender,1,一般都是那种看起来和善的妇女，然后还假意惋惜的说一声真可怜，恶心
3035,9064,15810,race,1,你真死逻辑呢？“不惯你臭毛病”，你哪里来的自己自信这样说了？歧视是客观存在的，你自己都承认了，怎么的，中国人不去反抗还要对着那些外国人说对对对都是我们的错？nigger我可不觉得是歧视，奈何黑人觉得，怎么，你还非要在别人面前秀一把nigger？
3036,4648,30058,gender,0,女的没去吗？男的渣，女的明知人家有对象还单独看电影，也没好到哪去吧。
3037,2932,18250,race,1,黑命贵什么的我是不知道啦！我只知道黑喂狗^
3038,11883,21576,race,0,黑人运动 有苏联在后面悄悄推动
3039,840,4422,region,1,[思考][思考]说实话，硬黑没啥意思。四川地级市的小县城的小餐馆你进去是外地人，他会尽量跟你说普通话。可不是某些人说的那样没素质，某些人素质倒是没看到在哪里。还四川公务员，你这种业务能力能进来走了多少关系[捂嘴]还是全靠编
3040,7576,21442,race,1,"香港是英美法系,宝哥和那个老板以前有冲突,他去收证 这些证据最后应该都不会被法庭接受,因为他有动机陷害他,想想当年的辛普森案,就是因为收证的**曾经发表过歧视黑人的言论,他的收证都没被接受还不要说这个了,TVB拍了那么多怎么犯了这么低级的一个错误```"
3041,1450,35413,race,0,东南亚只是体型小啊。。。和外形没什么影响。。。还有就是北方人脂肪分布比较均匀，温带的高加索白人和非洲黑人眼镜外面没有保温的脂肪所以看上去向猩猩那样眼镜凹陷下去。。。
3042,11928,3366,race,0,onenotewin10和2016的同步惊艳的我一脸黑人问号，我真的爱死他那句“没有权限
3043,3314,4461,race,1,口语的目的是交流而不是完美的口音，太同意了。印度人口音烂到不行，跟外国人天天谈笑风生
3044,3133,35334,gender,0,个人取向。。。emmmm，兄dei，缺男朋友不
